번호,구분,세부구분,제목,작성자,등록일자,본문,저작권자,웹페이지주소(URL),태그,뷰
203942,COVID-19,"분야별뉴스,과학기술,행사현장,인물·오피니언,보건의학,과학문화,COVID-19,코로나19","코로나19, 중환자 관리에 해답 있다",김은영 객원기자,2020-04-06,"코로나바이러스 감염증-19(COVID-19) 중환자 관리 여부가 향후 코로나19 사태의 향방을 가를 전망이다. 전문가들은 전 세계가 코로나19 치료를 위한 에크모(ECMO), 방호복 등 의료진들의 중환자...",Science Times,https://www.sciencetimes.co.kr/post_type=news&p=203942,"COVID-19,코로나19",8125
203939,COVID-19,"과학기술,보건의학,고양이,사스,코로나19,반려동물","코로나19, 반려동물 통해 전염되나",이성규 객원기자,2020-04-06,지난 1일 레바논 동물보호 운동가들은 소셜네트워크에 독약을 먹고 고통스러워하는 개의 사진과 동영상을 연이어 게재했다. 그 개들이 먹은 독약은 일부 주민들이 거리에 뿌려놓은 고기 속의 ...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=203939,"고양이,사스,코로나19,반려동물",11691
203914,COVID-19,"과학기술,보건의학,면역력,항체,내생 면역,코로나19,신종 바이러스,무증상환자,항체검사,G항체,M항체",코로나19 무증상 환자도 찾아낼 수 있다,이강봉 객원기자,2020-04-03,우리나라에서 아직 개학을 하지 못하고 있는 것은 학생들 몸 안에 코로나19에 대한 항체가 어느 정도 생성돼 있는지 확인할 수 없어서다. 우리 인체에 어느 정도 항체가 생성돼 있는지 의료...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=203914,"면역력,항체,내생 면역,코로나19,신종 바이러스,무증상환자,항체검사,G항체,M항체",43254
203907,COVID-19,"기획 칼럼,연재,과학기술,보건의학,과학기술 넘나들기,코로나19",코로나19 백신과 치료제에 대한 궁금증을 풀다,최성우 과학평론가,2020-04-03,코로나19 바이러스로 인한 감염자와 사망자가 계속 늘고 있는 시점에서 우리나라를 비롯한 세계 각국은 이를 예방하거나 치료하기 위한 백신과 치료제의 개발에 온 힘을 쏟고 있다. 백신과 ...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=203907,기타,10128
203886,COVID-19,"과학기술,보건의학,코로나19","코로나19, 알아야 이긴다",김청한 객원기자,2020-04-03,"지피지기백전불태(知彼知己百戰不殆). 적을 알고 나를 알면 백 번 싸워도 위태롭지 않다. 중국 역사상 최고의 병법서로 꼽히는 손자병법의 가장 유명한 문구다. 동서고금을 막론하고, ‘지피...",Science Times,https://www.sciencetimes.co.kr/post_type=news&p=203886,코로나19,7301
203876,COVID-19,"과학기술,항공우주,우주개발,코로나19","코로나19, 우주개발에 차질 초래하나",심창섭 객원기자,2020-04-09,코로나19 확산 여파가 우주 산업에까지 미치고 있다. 이번 팬데믹이 미국·유럽의 로켓 발사와 우주 탐사 임무에 영향을 끼치고 있는 것이 분명하다. 유력한 뉴스페이스 기업들조차 경영 악화...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=203876,"우주개발,코로나19",990
203852,COVID-19,"과학기술,보건의학,속보뉴스,코로나19","정부, 코로나19 등 백신 개발에 10년간 2151억원 지원",연합뉴스,2020-04-03,정부가 신종 코로나바이러스 감염증(코로나19) 등 신종 감염병과 필수 예방접종에 사용하는 백신을 개발하고자 10년간 2000억원을 투자하기로 했다. 보건복지부는 신종감염병과 필수예방접종...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=203852,기타,481
203847,COVID-19,"기획 칼럼,연재,과학기술,보건의학,사이언스타임즈 라운지,팬데믹,코로나19,스페인 독감",스페인 독감을 통해본 코로나19,이성규 객원기자,2020-04-03,1919년은 영국이 통계를 내기 시작한 이래 최초로 사망률이 출생률보다 더 높은 해로 기록됐다. 워낙 죽는 사람이 많아서 관을 주문하기 어려울 정도였다. 바로 1918년 가을부터 영국을 휩쓸었던...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=203847,"팬데믹,코로나19,스페인 독감",13327
203837,COVID-19,"과학정책,기술,과학기술,보건의학,ICT 로봇,속보뉴스,코로나19","특허청, 전문가용 코로나19 특허정보 서비스 제공",연합뉴스,2020-04-02,특허청은 2일 누리집(www.kipo.go.kr/ncov)의 '신종 코로나바이러스 감염증(코로나19) 특허정보 내비게이션'에서 전문가용 특허정보를 제공한다고 밝혔다. 새로 개통한 전문가용 내비게이션은 지...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=203837,기타,152
203832,COVID-19,"과학기술,보건의학,바이러스,블랙박스,코로나19,2주 격리,무증상 감염자,자기복제,기침,재채기",2주간 ‘자가 격리’ 믿을 수 있나,이강봉 객원기자,2020-04-06,코로나19 확산을 막기 위해 코로나19 감염 의심자에 대해 2주간 격리 조치가 실시되고 있다. 각국 보건당국은 위험지역에서 온 사람들이나 확진자와 밀접 접촉을 한 사람을 대상으로 14일간 ...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=203832,"바이러스,블랙박스,코로나19,2주 격리,무증상 감염자,자기복제,기침,재채기",3579
203791,COVID-19,"과학기술,보건의학,돌연변이,염기서열,뉴클레오티드,감염,코로나19,SARS-CoV-2,신종 바이러스",코로나19 빠른 확산 원인은 돌연변이,이강봉 객원기자,2020-04-01,‘사이언스’ 지는 지난 3월 9일 돌연변이에 대한 과학자들의 견해를 소개한 바 있다. 관계자들은 바이러스가 더 많은 숙주를 찾아 퍼져나가면서 변이를 일으키고 있지만 독성이 더 강해지...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=203791,"돌연변이,염기서열,뉴클레오티드,감염,코로나19,SARS-CoV-2,신종 바이러스",7979
203785,COVID-19,"과학기술,보건의학,속보뉴스,코로나19",코로나19 확산세 꺾는데 실내 습도 관리도 중요,연합뉴스,2020-04-01,동절기의 차갑고 건조한 공기는 신종 코로나바이러스 감염증(코로나19)의 확산을 부추기는 것으로 알려졌다. 그래서 봄과 여름으로 계절이 바뀌어 습도가 높아졌을 때 코로나19 팬더믹(세계...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=203785,기타,653
203782,COVID-19,"과학기술,ICT 로봇,코로나19,접촉 추적 앱,전염 통제,감염 수학모델,유럽의 코로나19,모바일 접촉 추적","코로나19, 앱으로 접촉 추적해 통제한다",김병희 객원기자,2020-04-01,코로나19가 급속하게 퍼지면서 유럽에서는 모바일 앱을 통한 감염 통제를 모색하고 있다. 영국 옥스퍼드대 의학 연구자들과 생명윤리학자팀은 신종 코로나바이러스 전파 경로를 새롭게 평...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=203782,"코로나19,접촉 추적 앱,전염 통제,감염 수학모델,유럽의 코로나19,모바일 접촉 추적",1275
203779,COVID-19,"과학정책,기술,과학기술,보건의학,속보뉴스,코로나19","과기정통부, 유네스코 주최 회의서 코로나19 대응 현황 공유",연합뉴스,2020-04-01,과학기술정보통신부는 30일 저녁(한국 시각) 유네스코 주최로 열린 '코로나19 관련 과학기술장관 화상회의'에 참여해 코로나19 대응 현황을 공유했다고 31일 밝혔다. 과기정통부는 이날 회의...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=203779,기타,206
203778,COVID-19,"과학기술,보건의학,속보뉴스,코로나19","코로나19 중증 폐렴, 1분만에 잡아낸다",연합뉴스,2020-04-01,신종 코로나바이러스 감염증(코로나19) 환자의 폐렴 중증도를 흉부 CT(컴퓨터단층촬영) 영상으로 1분 만에 정확히 가려낼 수 있는 'AI(인공지능) 의료영상 분석기술'이 국내에서 처음으로 상용화...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=203778,기타,465
203710,COVID-19,"과학기술,자연환경에너지,온실가스,기후변화,코로나19",코로나19로 기후 변화 멈출까,심창섭 객원기자,2020-04-02,"코로나19가 전 세계적으로 확산되면서 대기 오염 물질과 온실가스 배출량이 급격히 감소하고 있다. 세계 최대 에너지 소비국인 중국의 에너지 소비량이 크게 줄었고, 미국 뉴욕주에서는 주로 ...",Science Times,https://www.sciencetimes.co.kr/post_type=news&p=203710,"온실가스,기후변화,코로나19",4959
203704,COVID-19,"과학기술,자연환경에너지,코로나19",코로나19의 빠른 전염력은 '진화압' 때문,김준래 객원기자,2020-03-31,코로나 바이러스(Corona Virus)는 아데노 바이러스(Adeno Virus) 및 리노 바이러스(Rhino Virus)와 함께 사람에게 호흡기 관련 질병을 일으키는 3대 바이러스 중 하나다. 전자현미경으로 봤을 때 바이러스...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=203704,기타,16985
203656,COVID-19,"과학기술,보건의학,FDA,항체,항원,코로나19,혈장,회복혈장",코로나19 ‘혈장’ 치료 효과 밝힌다,이강봉 객원기자,2020-03-31,최근 중국 정부가 발표한 ‘코로나19 진단 및 치료 지침’에 따르면 회복된 환자의 혈장을 사용해 코로나19를 치료할 수 있다고 언급하고 있다. 실제로 의료진은 코로나19에서 회복한 우한 시...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=203656,"FDA,항체,항원,코로나19,혈장,회복혈장",8360
203645,COVID-19,"과학기술,보건의학,심혈관질환,코로나19,신종 코로나바이러스 감염증,PCR검사,중첩 감염",코로나19 치료받고 증상 없어도 바이러스 배출,김병희 객원기자,2020-03-31,코로나19에 감염돼 비교적 가볍게 앓다 완치된 환자의 절반이 증상이 사라진 뒤에도 8일 동안 계속 바이러스를 보유하고 있는 것으로 밝혀졌다. 또한 코로나19 감염병이 심장질환자에게는 치...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=203645,"심혈관질환,코로나19,신종 코로나바이러스 감염증,PCR검사,중첩 감염",3129
203643,COVID-19,"과학기술,보건의학,FDA,코로나19,회복기 혈장 치료법",완치자 혈액이 코로나19 치료 비법,이성규 객원기자,2020-03-30,최근 미국 뉴욕헌혈센터(NYBC)는 코로나19에 걸렸다가 완치된 사람들의 혈액을 기부받아 코로나19의 중증 환자 치료에 이용하는 시험에 나섰다. NYBC가 완치자의 혈액을 기부받는 이유는 그들의 ...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=203643,"FDA,코로나19,회복기 혈장 치료법",18865
203623,COVID-19,"과학기술,보건의학,속보뉴스,코로나19","질병관리본부, 코로나19 치료제·백신 실용화 연구 가속화",연합뉴스,2020-03-27,보건당국이 신종 코로나바이러스 감염증(코로나19) 항체 치료제와 예방 백신 개발을 앞당기고자 팔을 걷어붙였다. 질병관리본부 산하 국립보건연구원은 코로나19 대응을 위한 긴급연구과제...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=203623,기타,440
203622,COVID-19,"과학기술,보건의학,속보뉴스,코로나19",백신·치료제 없는 코로나19에 면역치료 시도 '주목',연합뉴스,2020-03-27,"아직 백신과 치료제가 개발되지 않은 신종 코로나바이러스 감염증(코로나19)에 체내 면역시스템을 조절하는 '면역치료법'이 대안으로 주목받고 있다. 27일 의학계와 국내외 논문에 따르면, ...",Science Times,https://www.sciencetimes.co.kr/post_type=news&p=203622,기타,527
203610,COVID-19,"과학기술,보건의학,신종 코로나바이러스,코로나19,SARS-CoV-2,천산갑,야생동물 감염,스파이크 단백질 수용체",신종 코로나바이러스 숙주는 천산갑,김병희 객원기자,2020-03-27,신종 코로나바이러스 감염병을 통제하고 치료하려면 원인 바이러스의 출처와 확산 방식을 이해하는 것이 매우 중요하다. 사스나 메르스 같은 코로나바이러스 감염병은 사향고양이나 낙타...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=203610,"신종 코로나바이러스,코로나19,SARS-CoV-2,천산갑,야생동물 감염,스파이크 단백질 수용체",46529
203605,COVID-19,"기획 칼럼,연재,과학기술,보건의학,코로나19",코로나19 종료 시점을 예측할 수 있을까,최성우 과학평론가,2020-03-27,"코로나19 바이러스가 여전히 맹위를 떨치면서 전 세계적으로 고통과 혼란이 지속되고 있다. 특히 우리나라의 경우 하루 확진자 증가 폭이 100명 안팎을 오가면서 다소 줄어들기는 하였지만, 미...",Science Times,https://www.sciencetimes.co.kr/post_type=news&p=203605,기타,35596
203601,COVID-19,"과학기술,보건의학,코로나19,SARS-CoV-2,신종 바이러스,리보핵산,유전자증폭기술,PCR",러시아도 뚫렸다...코로나19 급증,이강봉 객원기자,2020-03-27,지난 3월 초까지만 해도 러시아는 코로나19로부터 안전했다. 그러나 지난 3월 10일(현지 시간) 7명의 확진자가 발생했다. 그 이후 그 수가 급속히 늘어 지금 840명에 달하고 있다. 3분의 2는 모스...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=203601,"코로나19,SARS-CoV-2,신종 바이러스,리보핵산,유전자증폭기술,PCR",15902
203595,COVID-19,"과학기술,보건의학,ICT 로봇,코로나19,한국과총","코로나19, 4차 산업혁명 촉발시킬 것",김청한 객원기자,2020-03-27,"올림픽이 연기되고, 곳곳에서 외출 금지령이 떨어졌다. 모든 학교가 일제히 개학을 연기했으며, 회사 출근마저 반려되는 상황이다. 전례가 없던 강력한 전염병의 공세에 전 세계가 당황을 금...",Science Times,https://www.sciencetimes.co.kr/post_type=news&p=203595,"코로나19,한국과총",29605
203580,COVID-19,"과학정책,기술,과학기술,과학정책브리핑,속보뉴스,코로나19",과기정통부 중소기업 R&D 사업 부담금·기술료 감면,연합뉴스,2020-03-26,과학기술정보통신부와 연구개발특구진흥재단은 25일 신종 코로나바이러스 감염증(코로나19) 확산으로 인한 중소기업의 부담을 줄이기 위해 '연구개발특구 기술사업화 과제'에 참여하는 민간 ...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=203580,기타,492
203577,COVID-19,"과학기술,보건의학,ICT 로봇,속보뉴스,코로나19",대구시 코로나19 격리해제자 관리에 AI 로봇 활용,연합뉴스,2020-03-26,대구시가 신종 코로나바이러스 감염증(코로나19) 관련 격리 해제자 관리에 인공지능(AI) 음성 로봇을 활용한다. 대구시는 코로나19 격리 해제자 8000여명을 상대로 2주간 1일 한차례 건강 상태...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=203577,기타,297
203576,COVID-19,"과학기술,보건의학,속보뉴스,코로나19","코로나19 확진자 동선, 10분 내에 파악한다",연합뉴스,2020-03-26,하루 이상 걸리던 신종 코로나바이러스 감염증(코로나19) 확진자의 이동경로 분석 시간이 10분 이내로 대폭 축소된다. 스마트도시 기술을 적용한 분석 도구가 활용되기 때문이다. 국토교통부...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=203576,기타,932
203575,COVID-19,"과학정책,기술,과학기술,보건의학,ICT 로봇,속보뉴스,코로나19","과기정통부, ICT 비상대책회의 개최…3대 TF 구성",연합뉴스,2020-03-26,과학기술정보통신부는 26일 오전 장석영 제2차관 주재로 'ICT 비상대책회의'를 열어 정보통신기술(ICT) 업계의 신종 코로나바이러스 감염증(코로나19) 대응 방안을 논의했다. 회의에는 정보통...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=203575,기타,250
203559,COVID-19,"과학기술,보건의학,자연환경에너지,침팬지,영장류,오랑우탄,코로나19,산고릴라,비룽가 국립공원,브윈디 국립공원",‘몸집 큰’ 영장류도 위험하다,이강봉 객원기자,2020-03-26,코로나19를 유발하는 신종 코로나바이러스(SARS-CoV-2)가 확실치는 않지만 어떤 다른 동물로부터 전염됐다는 것은 이미 알려진 사실이다. 그러나 사람 이외에 어떤 다른 동물로 전염돼 병을 유...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=203559,"침팬지,영장류,오랑우탄,코로나19,산고릴라,비룽가 국립공원,브윈디 국립공원",4414
203533,COVID-19,"과학기술,보건의학,팬데믹,스파이크 단백질,코로나19,SARS-CoV-2,신종 바이러스,후보물질",슈퍼컴퓨터로 ‘팬데믹’ 끝내겠다,이강봉 객원기자,2020-03-25,미국이 코로나19 확산을 막기 위해 슈퍼컴퓨터를 대량 투입해 백신과 치료제 개발을 앞당기고 있는 중이다. 24일 백악관은 보도자료를 통해 미 정부가 코로나19에 맞서기 위해 ‘코로나19 고...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=203533,"팬데믹,스파이크 단백질,코로나19,SARS-CoV-2,신종 바이러스,후보물질",30968
203511,COVID-19,"기획 칼럼,연재,과학기술,보건의학,백신,메르스,독감,감기,사스,만화로 푸는 과학 궁금증,코로나19,인플루엔자 바이러스,코로나 바이러스,스페인독감,라이노 바이러스",코로나 바이러스 VS 인플루엔자 바이러스,윤상석 프리랜서 작가  ,2020-03-27,지금 세계는 코로나19 바이러스와 전쟁을 벌이고 있다. 코로나19는 코로나 바이러스가 변이를 일으켜 생긴 변종 코로나 바이러스다. 사실 코로나 바이러스는 사람을 포함한 동물계에 광범위...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=203511,"백신,메르스,독감,감기,사스,코로나19,인플루엔자 바이러스,코로나 바이러스,스페인독감,라이노 바이러스",8356
203456,COVID-19,"과학기술,보건의학,정자,코로나19,세포 밖 소포체,알로스타시스,사회적 거리두기,사회적 소통,코로나 스트레스,코로나 블루","코로나19 스트레스, 남성 정자와 후손에 영향",김병희 객원기자,2020-03-24,"코로나19 감염병이 장기화 되면서 그에 따른 스트레스가 공포와 불안을 가중시켜 정신건강은 물론, 남성의 정자 구성에도 영향을 미칠 수 있다는 연구가 나왔다. 미국 메릴랜드대 의대 연구...",Science Times,https://www.sciencetimes.co.kr/post_type=news&p=203456,"정자,코로나19,세포 밖 소포체,알로스타시스,사회적 거리두기,사회적 소통,코로나 스트레스,코로나 블루",5198
203455,COVID-19,"과학기술,보건의학,메르스,사스,팬데믹,코로나19,SARS-CoV-2,신종 바이러스",코로나19 확산…올여름에 꺾일까,이강봉 객원기자,2020-03-24,신종 코로나바이러스(SARS-CoV-2)가 전 세계로 무섭게 확산되면서 날씨가 더워지기를 기대하는 사람들이 있다. 독감처럼 여름이 되면 유행이 사라지지 않을까 기대하기 때문. 과학자들 역시 마...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=203455,"메르스,사스,팬데믹,코로나19,SARS-CoV-2,신종 바이러스",23586
203419,COVID-19,"과학기술,보건의학,고혈압,당뇨병,두통,신종 코로나바이러스,코로나19,SARS-CoV-2,바이러스성폐렴,허파,허파꽈리,결막염",코로나19 환자 ‘네 가지’ 유형이 있다,이강봉 객원기자,2020-03-23,"중국 우한에서 코로나바이러스감염증-19(COVID-19, 이후 코로나19)이 처음 발생한 때는 지난해 12월이다. 그리고 지금 세계 전역을 휩쓸고 있는 중이다. 미 존스홉킨스대 집계에 따르면 한국시간...",Science Times,https://www.sciencetimes.co.kr/post_type=news&p=203419,"고혈압,당뇨병,두통,신종 코로나바이러스,코로나19,SARS-CoV-2,바이러스성폐렴,허파,허파꽈리,결막염",103382
203416,COVID-19,"기획 칼럼,연재,과학기술,보건의학,코로나19,코로나19와 4차산업혁명",코로나19로 교육 문화도 바뀌고 있다,유성민 IT칼럼니스트,2020-03-23,"코로나19는 비말, 접촉으로 전파된다. 따라서 확진자가 확산을  막는 방법은 사람과의 접촉 빈도를 줄이는 것이다. 이에 정부는 실제로 이러한 방법을 권고하고 있다. 정부는 원격으로 접촉...",Science Times,https://www.sciencetimes.co.kr/post_type=news&p=203416,기타,8503
203405,COVID-19,"과학기술,보건의학,폐렴,흡연,코로나19",코로나19의 위험을 증가시키는 것은,이성규 객원기자,2020-03-23,전 세계적으로 코로나19가 급속히 확산되고 있는 가운데 흡연이 코로나19의 증상을 더 심각하게 할 수 있다는 주장이 제기되고 있다. 흡연이 코로나19와 관련이 있다는 사실을 직접적으로 밝힌 ...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=203405,"폐렴,흡연,코로나19",6088
203393,COVID-19,"과학기술,보건의학,속보뉴스,코로나19","진단기업들 코로나19 진단, 유전자증폭·항체검사 병행해야",연합뉴스,2020-03-20,국내 진단기기 회사들을 회원으로 둔 한국바이오협회 체외진단기업협의회가 신종 코로나바이러스 감염증(코로나19) 진단에 실시간 유전자 증폭(Real-time RT-PCR) 검사법과 항체 검사를 병행해야 ...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=203393,기타,600
203392,COVID-19,"과학정책,기술,과학기술,속보뉴스,코로나19","기업 절반, 코로나19로 R＆D 축소…연구인력 채용 줄일 것",연합뉴스,2020-03-20,연구소를 보유한 기업 80%가 이번 신종 코로나바이러스 감염증(코로나19) 확산으로 타격을 받은 것으로 드러났다.특히 이들 기업 가운데 절반은 연구·개발(R＆D) 투자를 축소하고 신규 연구인력...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=203392,기타,353
203388,COVID-19,"과학기술,ICT 로봇,속보뉴스,코로나19",코로나19에도 반도체 업황 굳건 vs 실적 눈높이 낮춰야,연합뉴스,2020-03-20,업황 회복 전망이 주류를 이뤘던 반도체 산업이 신종코로나 바이러스 감염증(코로나19)이라는 복병을 만나 고전하고 있다.수요 증가와 반도체 가격 상승으로 업황 개선 전망이 우세했던 반도...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=203388,기타,294
203372,COVID-19,"과학기술,보건의학,백혈병,코로나19,SARS-CoV-2,신종 바이러스,수신증,림프구감소증,인두홍반",어린이는 코로나19에 강하다,이강봉 객원기자,2020-03-20,지난 2월 말 중국 질병통제예방센터(CCDC) 연구진이 발병 이후 2월11일까지 중국 내 코로나19 임상 사례 7만2314건을 정리해 발표한 바 있다. 그중 눈에 띄는 대목이 사망률이다. 전체 사망률은 2....,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=203372,"백혈병,코로나19,SARS-CoV-2,신종 바이러스,수신증,림프구감소증,인두홍반",8587
203356,COVID-19,"기획 칼럼,연재,과학기술,보건의학,과학기술 넘나들기,코로나19",코로나19 바이러스가 실험실에서 유출됐다,최성우 과학평론가,2020-03-20,"역사적 사건 등에 대하여 진위와는 관계없이 그럴듯한 음모론은 늘 대중들의 관심을 끌게 마련이다. 예를 들자면 인간 달착륙 조작설 등이 대표적인데, 여전히 적지 않은 사람들이 인간은 결...",Science Times,https://www.sciencetimes.co.kr/post_type=news&p=203356,기타,19645
203325,COVID-19,"기획 칼럼,연재,과학기술,보건의학,코로나19,코로나19와 4차산업혁명",AI로 전염병 예측…확산도 막는다,유성민 IT칼럼니스트,2020-03-19,"전 세계 코로나19 확진자 수는 19일 기준 21만 4,000명을 넘어섰다. 올해 1월까지만 해도 코로나19는 세계적 전염병이 아니었다. 중국에서만 발생하는 전염병 정도로 여겨졌으나, 지금은 전 세계로...",Science Times,https://www.sciencetimes.co.kr/post_type=news&p=203325,기타,7214
203313,COVID-19,"과학기술,보건의학,단백질,자연선택,진화론,박쥐,팬데믹,코로나19,SARS-CoV-2,코로나19 바이러스,천산갑,아마딜로",코로나19 바이러스는 ‘진화’의 산물,이강봉 객원기자,2020-03-19,코로나19 팬데믹 사태를 몰고 온 신종 코로나바이러스(SARS-CoV-2)가 자연 진화의 산물이라는 연구 결과가 발표됐다. 일부 과학자들이 주장한 것처럼 실험실이나 어떤 인위적인 상황에서 탄생...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=203313,"단백질,자연선택,진화론,박쥐,팬데믹,SARS-CoV-2,코로나19 바이러스,천산갑,아마딜로",23386
203293,COVID-19,"과학정책,기술,과학기술,보건의학,속보뉴스,코로나19",전 세계 코로나19 연구 정보 모았다,연합뉴스,2020-03-19,한국생명공학연구원은 전 세계에 흩어져 있는 신종 코로나바이러스 감염증(코로나19·COVID-19) 관련 연구 데이터와 뉴스를 모은 포털(kobic.re.kr/covid19)을 오픈했다고 18일 밝혔다. 코로나19와 관...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=203293,기타,387
203272,COVID-19,"기획 칼럼,연재,과학기술,보건의학,ICT 로봇,코로나19,코로나19와 4차산업혁명",로봇으로 코로나19에 대응하다,유성민 IT칼럼니스트,2020-03-18, 코로나19와 4차산업혁명 로봇 산업 변곡점 될까,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=203272,기타,2811
203269,COVID-19,"과학기술,보건의학,백신,메르스,사스,유전자 변이,팬데믹,코로나19,코로나바이러스",코로나바이러스 뿌리를 뽑는다,이강봉 객원기자,2020-03-18,닭에 코로나바이러스가 서식하고 있다는 사실을 처음 발견된 것은 1930년대 들어서다. 이후 개·돼지·조류 등에서도 같은 종류의 바이러스가 서식하고 있다는 것을 알아냈다. 1960년대 들어서...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=203269,"백신,메르스,사스,유전자 변이,팬데믹,코로나19,코로나바이러스",10113
203231,COVID-19,"기획 칼럼,연재,과학기술,보건의학,ICT 로봇,코로나19,코로나19와 4차산업혁명",코로나19로 인해 평범한 일상이 바뀌다,유성민 IT칼럼니스트,2020-03-17, 세계를 위협...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=203231,기타,14758
203226,COVID-19,"기획 칼럼,연재,과학기술,이름들의 오디세이,코로나19",모든 군중을 뜻하는 ‘팬데믹’,박지욱 신경과 전문의,2020-03-17,"세계보건기구(WHO)가 3월 11일(현지시간)에 신종 코로나바이러스 감염증(코로나19)을 ‘팬데믹(pandemic, 세계적 대유행)으로 본다’고 발표했다. 이미 전 세계 모든 대륙의 114개 나라에서 11만 8000 ...",Science Times,https://www.sciencetimes.co.kr/post_type=news&p=203226,기타,4746
203216,COVID-19,"과학기술,보건의학,바이러스,코로나19,아프리카카,남아공,청정지역,판데믹",코로나19로 아프리카가 위험하다,이강봉 객원기자,2020-03-17,지난 일요일 저녁 남아프리카공화국 시릴 라마포사 대통령은 TV를 통해 최근 심각한 상황을 토로했다. 코로나바이러스 감염증(COVID-19)이 남아공에 도달해 국가적 재난이 되고 있다는 것. 빠...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=203216,"바이러스,코로나19,아프리카카,남아공,청정지역,판데믹",15172
203200,COVID-19,"과학기술,인물·오피니언,보건의학,신소재신기술,세라믹,코로나19,김일두 교수,카이스트 신소재공학과,코로나 마스크,미국화학회",딸 생각하며 재활용 가능한 마스크 개발,심재율 객원기자,2020-03-18,카이스트 신소재공학과 김일두 교수가 세탁해서 재사용이 가능한 ‘나노섬유 필터를 활용한 마스크’를 개발했다고 카이스트가 16일 발표했다. ‘나노섬유 마스크’를 개발한 김일두 교수...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=203200,"세라믹,김일두 교수,카이스트 신소재공학과,코로나 마스크,미국화학회",3800
203163,COVID-19,"과학기술,해외소식,ICT 로봇,코로나19,재택근무",코로나19로 근무 환경이 바뀌고 있다,심창섭 객원기자,2020-03-16,코로나19 사태가 장기화되면서 전 세계적으로 재택근무가 확산되는 추세다. ,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=203163,"코로나19,재택근무",2226
203160,COVID-19,"기획 칼럼,연재,과학기술,보건의학,바이러스,사이언스타임즈 라운지,치료제,코로나19",여과지도 통과하는 기이한 미생물,이성규 객원기자,2020-03-16,러시아의 생물학자 드미트리 이바노프스키(Dmitri Ivanovsky)는 1892년에 담배 모자이크병을 연구하던 중 이상한 현상을 발견했다. 그는 담뱃잎의 광합성 조직을 파괴해 수확량을 크게 감소시키는 ...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=203160,"바이러스,치료제,코로나19",20699
203121,COVID-19,"기획 칼럼,연재,과학기술,보건의학,과학기술 넘나들기,코로나19",바이러스만큼이나 심각한 가짜 뉴스의 범람,최성우 과학평론가,2020-03-13,코로나19 바이러스가 전 세계적으로 확산되어 세계보건기구(WHO)가 드디어 감염 상황을 대유행(Pendemic) 단계라 선언하였다. 그런데 요즘 바이러스보다 훨씬 빠르게 전파되면서 우리 사회를 혼란...,Science Times,https://www.sciencetimes.co.kr/post_type=news&p=203121,기타,2247
